"","PassengerId","Pclass","Sex","Zona","FamilyCat","Price_Per_Person","PriceCat","Age_imp","title","Embarked","AgeCat","Survived"
"650",650,"3","female","Desconeguda","sol",7.55,"baix",23,"Miss","S","adults","1"
"651",651,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults","0"
"652",652,"2","female","Desconeguda","petita",11.5,"mig",18,"Miss","S","adolescents","1"
"653",653,"3","male","Desconeguda","sol",8.4333,"baix",21,"Mr","S","adults","0"
"654",654,"3","female","Desconeguda","sol",7.8292,"baix",22,"Miss","Q","adults","1"
"655",655,"3","female","Desconeguda","sol",6.75,"baix",18,"Miss","Q","adolescents","0"
"656",656,"2","male","Desconeguda","petita",24.5,"alt",24,"Mr","S","adults","0"
"657",657,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults","0"
"658",658,"3","female","Desconeguda","petita",5.16666666666667,"baix",32,"Mrs","Q","adults","0"
"659",659,"2","male","Desconeguda","sol",13,"mig",23,"Mr","S","adults","0"
"660",660,"1","male","D","petita",37.7583333333333,"alt",58,"Mr","C","ancians","0"
"661",661,"1","male","Desconeguda","petita",44.55,"alt",50,"noble","S","adults","1"
"662",662,"3","male","Desconeguda","sol",7.225,"baix",40,"Mr","C","adults","0"
"663",663,"1","male","E","sol",25.5875,"alt",47,"Mr","S","adults","0"
"664",664,"3","male","Desconeguda","sol",7.4958,"baix",36,"Mr","S","adults","0"
"665",665,"3","male","Desconeguda","petita",3.9625,"baix",20,"Mr","S","adults","1"
"666",666,"2","male","Desconeguda","petita",24.5,"alt",32,"Mr","S","adults","0"
"667",667,"2","male","Desconeguda","sol",13,"mig",25,"Mr","S","adults","0"
"668",668,"3","male","Desconeguda","sol",7.775,"baix",26,"Mr","S","adults","0"
"669",669,"3","male","Desconeguda","sol",8.05,"baix",43,"Mr","S","adults","0"
"670",670,"1","female","C","petita",26,"alt",35,"Mrs","S","adults","1"
"671",671,"2","female","Desconeguda","petita",13,"mig",40,"Mrs","S","adults","1"
"672",672,"1","male","B","petita",26,"alt",31,"Mr","S","adults","0"
"673",673,"2","male","Desconeguda","sol",10.5,"mig",70,"Mr","S","ancians","0"
"674",674,"2","male","Desconeguda","sol",13,"mig",31,"Mr","S","adults","1"
"675",675,"2","male","Desconeguda","sol",0,"baix",30,"Mr","S","adults","0"
"676",676,"3","male","Desconeguda","sol",7.775,"baix",18,"Mr","S","adolescents","0"
"677",677,"3","male","Desconeguda","sol",8.05,"baix",24,"Mr","S","adults","0"
"678",678,"3","female","Desconeguda","sol",9.8417,"mig",18,"Miss","S","adolescents","1"
"679",679,"3","female","Desconeguda","gran",5.8625,"baix",43,"Mrs","S","adults","0"
"680",680,"1","male","B","petita",256.1646,"alt",36,"Mr","C","adults","1"
"681",681,"3","female","Desconeguda","sol",8.1375,"baix",22,"Miss","Q","adults","0"
"682",682,"1","male","D","sol",76.7292,"alt",27,"Mr","C","adults","1"
"683",683,"3","male","Desconeguda","sol",9.225,"mig",20,"Mr","S","adults","0"
"684",684,"3","male","Desconeguda","gran",5.8625,"baix",14,"Mr","S","adolescents","0"
"685",685,"2","male","Desconeguda","petita",13,"mig",60,"Mr","S","ancians","0"
"686",686,"2","male","Desconeguda","petita",10.3948,"mig",25,"Mr","C","adults","0"
"687",687,"3","male","Desconeguda","moderada",6.61458333333333,"baix",14,"Mr","S","adolescents","0"
"688",688,"3","male","Desconeguda","sol",10.1708,"mig",19,"Mr","S","adults","0"
"689",689,"3","male","Desconeguda","sol",7.7958,"baix",18,"Mr","S","adolescents","0"
"690",690,"1","female","B","petita",105.66875,"alt",15,"Miss","S","adolescents","1"
"691",691,"1","male","B","petita",28.5,"alt",31,"Mr","S","adults","1"
"692",692,"3","female","Desconeguda","petita",6.70835,"baix",4,"Miss","C","nens","1"
"693",693,"3","male","Desconeguda","sol",56.4958,"alt",26,"Mr","S","adults","1"
"694",694,"3","male","Desconeguda","sol",7.225,"baix",25,"Mr","C","adults","0"
"695",695,"1","male","Desconeguda","sol",26.55,"alt",60,"noble","S","ancians","0"
"696",696,"2","male","Desconeguda","sol",13.5,"mig",52,"Mr","S","adults","0"
"697",697,"3","male","Desconeguda","sol",8.05,"baix",44,"Mr","S","adults","0"
"698",698,"3","female","Desconeguda","sol",7.7333,"baix",22,"Miss","Q","adults","1"
"699",699,"1","male","C","petita",36.9611,"alt",49,"Mr","C","adults","0"
"700",700,"3","male","F","sol",7.65,"baix",42,"Mr","S","adults","0"
"701",701,"1","female","C","petita",113.7625,"alt",18,"Mrs","C","adolescents","1"
"702",702,"1","male","E","sol",26.2875,"alt",35,"Mr","S","adults","1"
"703",703,"3","female","Desconeguda","petita",7.2271,"baix",18,"Miss","C","adolescents","0"
"704",704,"3","male","Desconeguda","sol",7.7417,"baix",25,"Mr","Q","adults","0"
"705",705,"3","male","Desconeguda","petita",3.9271,"baix",26,"Mr","S","adults","0"
"706",706,"2","male","Desconeguda","sol",26,"alt",39,"Mr","S","adults","0"
"707",707,"2","female","Desconeguda","sol",13.5,"mig",45,"Mrs","S","adults","1"
"708",708,"1","male","E","sol",26.2875,"alt",42,"Mr","S","adults","1"
"709",709,"1","female","Desconeguda","sol",151.55,"alt",22,"Miss","S","adults","1"
"710",710,"3","male","Desconeguda","petita",5.08193333333333,"baix",10.5,"Master","C","adolescents","1"
"711",711,"1","female","C","sol",49.5042,"alt",24,"noble","C","adults","1"
"712",712,"1","male","C","sol",26.55,"alt",42,"Mr","S","adults","0"
"713",713,"1","male","C","petita",26,"alt",48,"Mr","S","adults","1"
"714",714,"3","male","Desconeguda","sol",9.4833,"mig",29,"Mr","S","adults","0"
"715",715,"2","male","Desconeguda","sol",13,"mig",52,"Mr","S","adults","0"
"716",716,"3","male","F","sol",7.65,"baix",19,"Mr","S","adults","0"
"717",717,"1","female","C","sol",227.525,"alt",38,"Miss","C","adults","1"
"718",718,"2","female","E","sol",10.5,"mig",27,"Miss","S","adults","1"
"719",719,"3","male","Desconeguda","sol",15.5,"mig",26,"Mr","Q","adults","0"
"720",720,"3","male","Desconeguda","sol",7.775,"baix",33,"Mr","S","adults","0"
"721",721,"2","female","Desconeguda","petita",16.5,"mig",6,"Miss","S","nens","1"
"722",722,"3","male","Desconeguda","petita",3.5271,"baix",17,"Mr","S","adolescents","0"
"723",723,"2","male","Desconeguda","sol",13,"mig",34,"Mr","S","adults","0"
"724",724,"2","male","Desconeguda","sol",13,"mig",50,"Mr","S","adults","0"
"725",725,"1","male","E","petita",26.55,"alt",27,"Mr","S","adults","1"
"726",726,"3","male","Desconeguda","sol",8.6625,"baix",20,"Mr","S","adults","0"
"727",727,"2","female","Desconeguda","petita",5.25,"baix",30,"Mrs","S","adults","1"
"728",728,"3","female","Desconeguda","sol",7.7375,"baix",22,"Miss","Q","adults","1"
"729",729,"2","male","Desconeguda","petita",13,"mig",25,"Mr","S","adults","0"
"730",730,"3","female","Desconeguda","petita",3.9625,"baix",25,"Miss","S","adults","0"
"731",731,"1","female","B","sol",211.3375,"alt",29,"Miss","S","adults","1"
"732",732,"3","male","Desconeguda","sol",18.7875,"alt",11,"Mr","C","adolescents","0"
"733",733,"2","male","Desconeguda","sol",0,"baix",30,"Mr","S","adults","0"
"734",734,"2","male","Desconeguda","sol",13,"mig",23,"Mr","S","adults","0"
"735",735,"2","male","Desconeguda","sol",13,"mig",23,"Mr","S","adults","0"
"736",736,"3","male","Desconeguda","sol",16.1,"mig",28,"Mr","S","adults","0"
"737",737,"3","female","Desconeguda","moderada",6.875,"baix",48,"Mrs","S","adults","0"
"738",738,"1","male","B","sol",512.3292,"alt",35,"Mr","C","adults","1"
"739",739,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults","0"
"740",740,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults","0"
"741",741,"1","male","D","sol",30,"alt",42,"Mr","S","adults","1"
"742",742,"1","male","C","petita",39.425,"alt",36,"Mr","S","adults","0"
"743",743,"1","female","B","moderada",52.475,"alt",21,"Miss","C","adults","1"
"744",744,"3","male","Desconeguda","petita",8.05,"baix",24,"Mr","S","adults","0"
"745",745,"3","male","Desconeguda","sol",7.925,"baix",31,"Mr","S","adults","1"
"746",746,"1","male","B","petita",23.6666666666667,"alt",70,"noble","S","ancians","0"
"747",747,"3","male","Desconeguda","petita",6.75,"baix",16,"Mr","S","adolescents","0"
"748",748,"2","female","Desconeguda","sol",13,"mig",30,"Miss","S","adults","1"
"749",749,"1","male","D","petita",26.55,"alt",19,"Mr","S","adults","0"
"750",750,"3","male","Desconeguda","sol",7.75,"baix",31,"Mr","Q","adults","0"
"751",751,"2","female","Desconeguda","petita",7.66666666666667,"baix",4,"Miss","S","nens","1"
"752",752,"3","male","E","petita",6.2375,"baix",6,"Master","S","nens","1"
"753",753,"3","male","Desconeguda","sol",9.5,"mig",33,"Mr","S","adults","0"
"754",754,"3","male","Desconeguda","sol",7.8958,"baix",23,"Mr","S","adults","0"
"755",755,"2","female","Desconeguda","petita",16.25,"mig",48,"Mrs","S","adults","1"
"756",756,"2","male","Desconeguda","petita",4.83333333333333,"baix",0,"Master","S","nens","1"
"757",757,"3","male","Desconeguda","sol",7.7958,"baix",28,"Mr","S","adults","0"
"758",758,"2","male","Desconeguda","sol",11.5,"mig",18,"Mr","S","adolescents","0"
"759",759,"3","male","Desconeguda","sol",8.05,"baix",34,"Mr","S","adults","0"
"760",760,"1","female","B","sol",86.5,"alt",33,"noble","S","adults","1"
"761",761,"3","male","Desconeguda","sol",14.5,"mig",26,"Mr","S","adults","0"
"762",762,"3","male","Desconeguda","sol",7.125,"baix",41,"Mr","S","adults","0"
"763",763,"3","male","Desconeguda","sol",7.2292,"baix",20,"Mr","C","adults","1"
"764",764,"1","female","B","petita",30,"alt",36,"Mrs","S","adults","1"
"765",765,"3","male","Desconeguda","sol",7.775,"baix",16,"Mr","S","adolescents","0"
"766",766,"1","female","D","petita",38.97915,"alt",51,"Mrs","S","adults","1"
"767",767,"1","male","Desconeguda","sol",39.6,"alt",42,"noble","C","adults","0"
"768",768,"3","female","Desconeguda","sol",7.75,"baix",30,"Miss","Q","adults","0"
"769",769,"3","male","Desconeguda","petita",12.075,"mig",26,"Mr","Q","adults","0"
"770",770,"3","male","Desconeguda","sol",8.3625,"baix",32,"Mr","S","adults","0"
"771",771,"3","male","Desconeguda","sol",9.5,"mig",24,"Mr","S","adults","0"
"772",772,"3","male","Desconeguda","sol",7.8542,"baix",48,"Mr","S","adults","0"
"773",773,"2","female","E","sol",10.5,"mig",57,"Mrs","S","ancians","0"
"774",774,"3","male","Desconeguda","sol",7.225,"baix",26,"Mr","C","adults","0"
"775",775,"2","female","Desconeguda","moderada",4.6,"baix",54,"Mrs","S","adults","1"
"776",776,"3","male","Desconeguda","sol",7.75,"baix",18,"Mr","S","adolescents","0"
"777",777,"3","male","F","sol",7.75,"baix",26,"Mr","Q","adults","0"
"778",778,"3","female","Desconeguda","sol",12.475,"mig",5,"Miss","S","nens","1"
"779",779,"3","male","Desconeguda","sol",7.7375,"baix",26,"Mr","Q","adults","0"
"780",780,"1","female","B","petita",105.66875,"alt",43,"Mrs","S","adults","1"
"781",781,"3","female","Desconeguda","sol",7.2292,"baix",13,"Miss","C","adolescents","1"
"782",782,"1","female","B","petita",28.5,"alt",17,"Mrs","S","adolescents","1"
"783",783,"1","male","D","sol",30,"alt",29,"Mr","S","adults","0"
"784",784,"3","male","Desconeguda","petita",5.8625,"baix",10.5,"Mr","S","adolescents","0"
"785",785,"3","male","Desconeguda","sol",7.05,"baix",25,"Mr","S","adults","0"
"786",786,"3","male","Desconeguda","sol",7.25,"baix",25,"Mr","S","adults","0"
"787",787,"3","female","Desconeguda","sol",7.4958,"baix",18,"Miss","S","adolescents","1"
"788",788,"3","male","Desconeguda","moderada",4.85416666666667,"baix",8,"Master","Q","nens","0"
"789",789,"3","male","Desconeguda","petita",5.14375,"baix",1,"Master","S","nens","1"
"790",790,"1","male","B","sol",79.2,"alt",46,"Mr","C","adults","0"
"791",791,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults","0"
"792",792,"2","male","Desconeguda","sol",26,"alt",16,"Mr","S","adolescents","0"
"793",793,"3","female","Desconeguda","gran",6.32272727272727,"baix",17,"Miss","S","adolescents","0"
"794",794,"1","male","Desconeguda","sol",30.6958,"alt",42,"Mr","C","adults","0"
"795",795,"3","male","Desconeguda","sol",7.8958,"baix",25,"Mr","S","adults","0"
"796",796,"2","male","Desconeguda","sol",13,"mig",39,"Mr","S","adults","0"
"797",797,"1","female","D","sol",25.9292,"alt",49,"noble","S","adults","1"
"798",798,"3","female","Desconeguda","sol",8.6833,"baix",31,"Mrs","S","adults","1"
"799",799,"3","male","Desconeguda","sol",7.2292,"baix",30,"Mr","C","adults","0"
"800",800,"3","female","Desconeguda","petita",8.05,"baix",30,"Mrs","S","adults","0"
"801",801,"2","male","Desconeguda","sol",13,"mig",34,"Mr","S","adults","0"
"802",802,"2","female","Desconeguda","petita",8.75,"baix",31,"Mrs","S","adults","1"
"803",803,"1","male","B","petita",30,"alt",11,"Master","S","adolescents","1"
"804",804,"3","male","Desconeguda","petita",4.25835,"baix",0,"Master","C","nens","1"
"805",805,"3","male","Desconeguda","sol",6.975,"baix",27,"Mr","S","adults","1"
"806",806,"3","male","Desconeguda","sol",7.775,"baix",31,"Mr","S","adults","0"
"807",807,"1","male","A","sol",0,"baix",39,"Mr","S","adults","0"
"808",808,"3","female","Desconeguda","sol",7.775,"baix",18,"Miss","S","adolescents","0"
"809",809,"2","male","Desconeguda","sol",13,"mig",39,"Mr","S","adults","0"
"810",810,"1","female","E","petita",26.55,"alt",33,"Mrs","S","adults","1"
"811",811,"3","male","Desconeguda","sol",7.8875,"baix",26,"Mr","S","adults","0"
"812",812,"3","male","Desconeguda","sol",24.15,"alt",39,"Mr","S","adults","0"
"813",813,"2","male","Desconeguda","sol",10.5,"mig",35,"Mr","S","adults","0"
"814",814,"3","female","Desconeguda","gran",4.46785714285714,"baix",6,"Miss","S","nens","0"
"815",815,"3","male","Desconeguda","sol",8.05,"baix",30,"Mr","S","adults","0"
"816",816,"1","male","B","sol",0,"baix",42,"Mr","S","adults","0"
"817",817,"3","female","Desconeguda","sol",7.925,"baix",23,"Miss","S","adults","0"
"818",818,"2","male","Desconeguda","petita",12.3347333333333,"mig",31,"Mr","C","adults","0"
"819",819,"3","male","Desconeguda","sol",6.45,"baix",43,"Mr","S","adults","0"
"820",820,"3","male","Desconeguda","moderada",4.65,"baix",10,"Master","S","nens","0"
"821",821,"1","female","B","petita",31.1666666666667,"alt",52,"Mrs","S","adults","1"
"822",822,"3","male","Desconeguda","sol",8.6625,"baix",27,"Mr","S","adults","1"
"823",823,"1","male","Desconeguda","sol",0,"baix",38,"noble","S","adults","0"
"824",824,"3","female","E","petita",6.2375,"baix",27,"Mrs","S","adults","1"
"825",825,"3","male","Desconeguda","moderada",6.61458333333333,"baix",2,"Master","S","nens","0"
"826",826,"3","male","Desconeguda","sol",6.95,"baix",26,"Mr","Q","adults","0"
"827",827,"3","male","Desconeguda","sol",56.4958,"alt",26,"Mr","S","adults","0"
"828",828,"2","male","Desconeguda","petita",12.3347333333333,"mig",1,"Master","C","nens","1"
"829",829,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults","1"
"830",830,"1","female","B","sol",80,"alt",62,"Mrs","S","ancians","1"
"831",831,"3","female","Desconeguda","petita",7.2271,"baix",15,"Mrs","C","adolescents","1"
"832",832,"2","male","Desconeguda","petita",6.25,"baix",0,"Master","S","nens","1"
"833",833,"3","male","Desconeguda","sol",7.2292,"baix",26,"Mr","C","adults","0"
"834",834,"3","male","Desconeguda","sol",7.8542,"baix",23,"Mr","S","adults","0"
"835",835,"3","male","Desconeguda","sol",8.3,"baix",18,"Mr","S","adolescents","0"
"836",836,"1","female","E","petita",27.7194333333333,"alt",39,"Miss","C","adults","1"
"837",837,"3","male","Desconeguda","sol",8.6625,"baix",21,"Mr","S","adults","0"
"838",838,"3","male","Desconeguda","sol",8.05,"baix",26,"Mr","S","adults","0"
"839",839,"3","male","Desconeguda","sol",56.4958,"alt",32,"Mr","S","adults","1"
"840",840,"1","male","C","sol",29.7,"alt",42,"Mr","C","adults","1"
"841",841,"3","male","Desconeguda","sol",7.925,"baix",20,"Mr","S","adults","0"
"842",842,"2","male","Desconeguda","sol",10.5,"mig",16,"Mr","S","adolescents","0"
"843",843,"1","female","Desconeguda","sol",31,"alt",30,"Miss","C","adults","1"
"844",844,"3","male","Desconeguda","sol",6.4375,"baix",34,"Mr","C","adults","0"
"845",845,"3","male","Desconeguda","sol",8.6625,"baix",17,"Mr","S","adolescents","0"
"846",846,"3","male","Desconeguda","sol",7.55,"baix",42,"Mr","S","adults","0"
"847",847,"3","male","Desconeguda","gran",6.32272727272727,"baix",10.5,"Mr","S","adolescents","0"
"848",848,"3","male","Desconeguda","sol",7.8958,"baix",35,"Mr","C","adults","0"
"849",849,"2","male","Desconeguda","petita",16.5,"mig",28,"noble","S","adults","0"
"850",850,"1","female","C","petita",44.5521,"alt",35,"Mrs","C","adults","1"
"851",851,"3","male","Desconeguda","gran",4.46785714285714,"baix",4,"Master","S","nens","0"
"852",852,"3","male","Desconeguda","sol",7.775,"baix",74,"Mr","S","ancians","0"
"853",853,"3","female","Desconeguda","petita",5.08193333333333,"baix",9,"Miss","C","nens","0"
"854",854,"1","female","D","petita",19.7,"alt",16,"Miss","S","adolescents","1"
"855",855,"2","female","Desconeguda","petita",13,"mig",44,"Mrs","S","adults","0"
"856",856,"3","female","Desconeguda","petita",4.675,"baix",18,"Mrs","S","adolescents","1"
"857",857,"1","female","Desconeguda","petita",54.9555666666667,"alt",45,"Mrs","S","adults","1"
"858",858,"1","male","E","sol",26.55,"alt",51,"Mr","S","adults","1"
"859",859,"3","female","Desconeguda","petita",4.814575,"baix",24,"Mrs","C","adults","1"
"860",860,"3","male","Desconeguda","sol",7.2292,"baix",26,"Mr","C","adults","0"
"861",861,"3","male","Desconeguda","petita",4.70276666666667,"baix",41,"Mr","S","adults","0"
"862",862,"2","male","Desconeguda","petita",5.75,"baix",21,"Mr","S","adults","0"
"863",863,"1","female","D","sol",25.9292,"alt",48,"Mrs","S","adults","1"
"864",864,"3","female","Desconeguda","gran",6.32272727272727,"baix",17,"Miss","S","adolescents","0"
"865",865,"2","male","Desconeguda","sol",13,"mig",24,"Mr","S","adults","0"
"866",866,"2","female","Desconeguda","sol",13,"mig",42,"Mrs","S","adults","1"
"867",867,"2","female","Desconeguda","petita",6.92915,"baix",27,"Miss","C","adults","1"
"868",868,"1","male","A","sol",50.4958,"alt",31,"Mr","S","adults","0"
"869",869,"3","male","Desconeguda","sol",9.5,"mig",26,"Mr","S","adults","0"
"870",870,"3","male","Desconeguda","petita",3.7111,"baix",4,"Master","S","nens","1"
"871",871,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults","0"
"872",872,"1","female","D","petita",17.5180666666667,"mig",47,"Mrs","S","adults","1"
"873",873,"1","male","B","sol",5,"baix",33,"Mr","S","adults","0"
"874",874,"3","male","Desconeguda","sol",9,"baix",47,"Mr","S","adults","0"
"875",875,"2","female","Desconeguda","petita",12,"mig",28,"Mrs","C","adults","1"
"876",876,"3","female","Desconeguda","sol",7.225,"baix",15,"Miss","C","adolescents","1"
"877",877,"3","male","Desconeguda","sol",9.8458,"mig",20,"Mr","S","adults","0"
"878",878,"3","male","Desconeguda","sol",7.8958,"baix",19,"Mr","S","adults","0"
"879",879,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults","0"
"880",880,"1","female","C","petita",41.57915,"alt",56,"Mrs","C","ancians","1"
"881",881,"2","female","Desconeguda","petita",13,"mig",25,"Mrs","S","adults","1"
"882",882,"3","male","Desconeguda","sol",7.8958,"baix",33,"Mr","S","adults","0"
"883",883,"3","female","Desconeguda","sol",10.5167,"mig",22,"Miss","S","adults","0"
"884",884,"2","male","Desconeguda","sol",10.5,"mig",28,"Mr","S","adults","0"
"885",885,"3","male","Desconeguda","sol",7.05,"baix",25,"Mr","S","adults","0"
"886",886,"3","female","Desconeguda","moderada",4.85416666666667,"baix",39,"Mrs","Q","adults","0"
"887",887,"2","male","Desconeguda","sol",13,"mig",27,"noble","S","adults","0"
"888",888,"1","female","B","sol",30,"alt",19,"Miss","S","adults","1"
"889",889,"3","female","Desconeguda","petita",5.8625,"baix",17,"Miss","S","adolescents","0"
"890",890,"1","male","C","sol",30,"alt",26,"Mr","C","adults","1"
"891",891,"3","male","Desconeguda","sol",7.75,"baix",32,"Mr","Q","adults","0"
"892",892,"3","male","Desconeguda","sol",7.8292,"baix",34,"Mr","Q","adults",NA
"893",893,"3","female","Desconeguda","petita",3.5,"baix",47,"Mrs","S","adults",NA
"894",894,"2","male","Desconeguda","sol",9.6875,"mig",62,"Mr","Q","ancians",NA
"895",895,"3","male","Desconeguda","sol",8.6625,"baix",27,"Mr","S","adults",NA
"896",896,"3","female","Desconeguda","petita",4.09583333333333,"baix",22,"Mrs","S","adults",NA
"897",897,"3","male","Desconeguda","sol",9.225,"mig",14,"Mr","S","adolescents",NA
"898",898,"3","female","Desconeguda","sol",7.6292,"baix",30,"Miss","Q","adults",NA
"899",899,"2","male","Desconeguda","petita",9.66666666666667,"mig",26,"Mr","S","adults",NA
"900",900,"3","female","Desconeguda","sol",7.2292,"baix",18,"Mrs","C","adolescents",NA
"901",901,"3","male","Desconeguda","petita",8.05,"baix",21,"Mr","S","adults",NA
"902",902,"3","male","Desconeguda","sol",7.8958,"baix",26,"Mr","S","adults",NA
"903",903,"1","male","Desconeguda","sol",26,"alt",46,"Mr","S","adults",NA
"904",904,"1","female","B","petita",41.13335,"alt",23,"Mrs","S","adults",NA
"905",905,"2","male","Desconeguda","petita",13,"mig",63,"Mr","S","ancians",NA
"906",906,"1","female","E","petita",30.5875,"alt",47,"Mrs","S","adults",NA
"907",907,"2","female","Desconeguda","petita",13.8604,"mig",24,"Mrs","C","adults",NA
"908",908,"2","male","Desconeguda","sol",12.35,"mig",35,"Mr","Q","adults",NA
"909",909,"3","male","Desconeguda","sol",7.225,"baix",21,"Mr","C","adults",NA
"910",910,"3","female","Desconeguda","petita",3.9625,"baix",27,"Miss","S","adults",NA
"911",911,"3","female","Desconeguda","sol",7.225,"baix",45,"Mrs","C","adults",NA
"912",912,"1","male","Desconeguda","petita",29.7,"alt",55,"Mr","C","adults",NA
"913",913,"3","male","Desconeguda","petita",1.5854,"baix",9,"Master","S","nens",NA
"914",914,"1","female","Desconeguda","sol",31.6833,"alt",35,"Mrs","S","adults",NA
"915",915,"1","male","Desconeguda","petita",30.6896,"alt",21,"Mr","C","adults",NA
"916",916,"1","female","B","moderada",52.475,"alt",48,"Mrs","C","adults",NA
"917",917,"3","male","Desconeguda","petita",7.25,"baix",50,"Mr","S","adults",NA
"918",918,"1","female","B","petita",30.9896,"alt",22,"Miss","C","adults",NA
"919",919,"3","male","Desconeguda","sol",7.225,"baix",22,"Mr","C","adults",NA
"920",920,"1","male","A","sol",30.5,"alt",41,"Mr","S","adults",NA
"921",921,"3","male","Desconeguda","petita",7.2264,"baix",26,"Mr","C","adults",NA
"922",922,"2","male","Desconeguda","petita",13,"mig",50,"Mr","S","adults",NA
"923",923,"2","male","Desconeguda","petita",10.5,"mig",24,"Mr","S","adults",NA
"924",924,"3","female","Desconeguda","petita",5.14375,"baix",33,"Mrs","S","adults",NA
"925",925,"3","female","Desconeguda","petita",5.8625,"baix",17,"Mrs","S","adolescents",NA
"926",926,"1","male","C","petita",28.875,"alt",30,"Mr","C","adults",NA
"927",927,"3","male","Desconeguda","sol",7.2292,"baix",18,"Mr","C","adolescents",NA
"928",928,"3","female","Desconeguda","sol",8.05,"baix",22,"Miss","S","adults",NA
"929",929,"3","female","Desconeguda","sol",8.6625,"baix",21,"Miss","S","adults",NA
"930",930,"3","male","Desconeguda","sol",9.5,"mig",25,"Mr","S","adults",NA
"931",931,"3","male","Desconeguda","sol",56.4958,"alt",26,"Mr","S","adults",NA
"932",932,"3","male","Desconeguda","petita",6.70835,"baix",39,"Mr","C","adults",NA
"933",933,"1","male","D","sol",26.55,"alt",42,"Mr","S","adults",NA
"934",934,"3","male","Desconeguda","sol",7.85,"baix",41,"Mr","S","adults",NA
"935",935,"2","female","Desconeguda","sol",13,"mig",30,"Mrs","S","adults",NA
"936",936,"1","female","D","petita",26.2771,"alt",45,"Mrs","S","adults",NA
"937",937,"3","male","Desconeguda","sol",7.925,"baix",25,"Mr","S","adults",NA
"938",938,"1","male","A","sol",29.7,"alt",45,"Mr","C","adults",NA
"939",939,"3","male","Desconeguda","sol",7.75,"baix",26,"Mr","Q","adults",NA
"940",940,"1","female","D","sol",76.2917,"alt",60,"Mrs","C","ancians",NA
"941",941,"3","female","Desconeguda","petita",5.3,"baix",36,"Mrs","S","adults",NA
"942",942,"1","male","C","petita",30,"alt",24,"Mr","S","adults",NA
"943",943,"2","male","Desconeguda","sol",15.0333,"mig",27,"Mr","C","adults",NA
"944",944,"2","female","Desconeguda","petita",5.75,"baix",20,"Miss","S","adults",NA
"945",945,"1","female","C","moderada",43.8333333333333,"alt",28,"Miss","S","adults",NA
"946",946,"2","male","Desconeguda","sol",15.5792,"mig",30,"Mr","C","adults",NA
"947",947,"3","male","Desconeguda","moderada",4.85416666666667,"baix",10,"Master","Q","nens",NA
"948",948,"3","male","Desconeguda","sol",7.8958,"baix",35,"Mr","S","adults",NA
"949",949,"3","male","F","sol",7.65,"baix",25,"Mr","S","adults",NA
"950",950,"3","male","Desconeguda","petita",8.05,"baix",26,"Mr","S","adults",NA
"951",951,"1","female","B","sol",262.375,"alt",36,"Miss","C","adults",NA
"952",952,"3","male","Desconeguda","sol",7.8958,"baix",17,"Mr","S","adolescents",NA
"953",953,"2","male","Desconeguda","sol",13.5,"mig",32,"Mr","S","adults",NA
"954",954,"3","male","Desconeguda","sol",7.75,"baix",18,"Mr","S","adolescents",NA
"955",955,"3","female","Desconeguda","sol",7.725,"baix",22,"Miss","Q","adults",NA
"956",956,"1","male","B","moderada",52.475,"alt",13,"Master","C","adolescents",NA
"957",957,"2","female","Desconeguda","sol",21,"alt",29,"Mrs","S","adults",NA
"958",958,"3","female","Desconeguda","sol",7.8792,"baix",18,"Miss","Q","adolescents",NA
"959",959,"1","male","Desconeguda","sol",42.4,"alt",47,"Mr","S","adults",NA
"960",960,"1","male","C","sol",28.5375,"alt",31,"Mr","C","adults",NA
"961",961,"1","female","C","moderada",43.8333333333333,"alt",60,"Mrs","S","ancians",NA
"962",962,"3","female","Desconeguda","sol",7.75,"baix",24,"Miss","Q","adults",NA
"963",963,"3","male","Desconeguda","sol",7.8958,"baix",21,"Mr","S","adults",NA
"964",964,"3","female","Desconeguda","sol",7.925,"baix",29,"Miss","S","adults",NA
"965",965,"1","male","D","sol",27.7208,"alt",28,"Mr","C","adults",NA
"966",966,"1","female","C","sol",211.5,"alt",35,"Miss","C","adults",NA
"967",967,"1","male","C","sol",211.5,"alt",32,"Mr","C","adults",NA
"968",968,"3","male","Desconeguda","sol",8.05,"baix",26,"Mr","S","adults",NA
"969",969,"1","female","C","petita",8.56666666666667,"baix",55,"Mrs","S","adults",NA
"970",970,"2","male","Desconeguda","sol",13,"mig",30,"Mr","S","adults",NA
"971",971,"3","female","Desconeguda","sol",7.75,"baix",24,"Miss","Q","adults",NA
"972",972,"3","male","Desconeguda","petita",5.08193333333333,"baix",6,"Master","C","nens",NA
"973",973,"1","male","C","petita",110.8896,"alt",67,"Mr","S","ancians",NA
"974",974,"1","male","Desconeguda","sol",26,"alt",49,"Mr","S","adults",NA
